captcha,javascript_render,locations,meta,name,parser,profile
False,False,"[{'fqdn': 'nq4zyac4ukl4tykmidbzgdlvaboqeqsemkp4t35bzvjeve6zm2lqcjid.onion', 'title': 'Babuk - Leaks site', 'version': 3, 'slug': 'http://nq4zyac4ukl4tykmidbzgdlvaboqeqsemkp4t35bzvjeve6zm2lqcjid.onion/', 'available': False, 'updated': '2024-02-26 08:10:25.892277', 'lastscrape': '2024-02-26 08:10:25.892266', 'enabled': False}]",,babuk,True,"['https://www.bleepingcomputer.com/news/security/leaked-babuk-locker-ransomware-builder-used-in-new-attacks', 'https://www.bleepingcomputer.com/news/security/babuk-ransomwares-full-source-code-leaked-on-hacker-forum', 'https://blog.cyberint.com/babuk-locker']"
False,False,"[{'fqdn': 'rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion', 'title': ' RansomEXX v2 ', 'version': 3, 'slug': 'http://rnsm777cdsjrsdlbs4v5qoeppu3px6sb2igmh53jzrx7ipcrbjz5b2ad.onion/', 'available': True, 'updated': '2025-06-17 04:09:26.245377', 'lastscrape': '2025-06-17 04:09:26.245363', 'enabled': True}]",,ransomexx,True,"['https://www.bleepingcomputer.com/news/security/computer-hardware-giant-gigabyte-hit-by-ransomexx-ransomware', 'https://www.cybereason.com/blog/cybereason-vs.-ransomexx-ransomware', 'https://www.infosecurity-magazine.com/news/aerospace-giant-embraer-hit']"
False,True,"[{'fqdn': 'cuba4mp6ximo2zlo.onion', 'title': None, 'version': 2, 'slug': 'http://cuba4mp6ximo2zlo.onion', 'available': False, 'updated': '2021-09-08 00:06:45.725369', 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion', 'title': 'Cuba', 'version': 3, 'slug': 'http://cuba4ikm4jakjgmkezytyawtdgr2xymvy6nvzgw5cglswg3si76icnqd.onion', 'available': False, 'updated': '2024-02-07 21:08:47.563286', 'lastscrape': '2024-02-07 21:08:47.563272', 'enabled': False}]",,cuba,True,"['https://www.mcafee.com/enterprise/en-us/assets/reports/rp-cuba-ransomware.pdf', 'https://digital.nhs.uk/cyber-alerts/2021/cc-3855', 'https://www.ic3.gov/Media/News/2021/211203-2.pdf']"
False,False,"[{'fqdn': 'pay2key2zkg7arp3kv3cuugdaqwuesifnbofun4j6yjdw5ry7zw2asid.onion', 'title': 'Pay2Key Leak Directory!', 'version': 3, 'slug': 'http://pay2key2zkg7arp3kv3cuugdaqwuesifnbofun4j6yjdw5ry7zw2asid.onion/', 'available': False, 'updated': '2022-03-15 21:12:35.541118', 'lastscrape': '2022-03-15 21:12:35.541101', 'enabled': False}]",,pay2key,True,"['https://research.checkpoint.com/2020/ransomware-alert-pay2key', 'https://www.twitter.com/p2ktwtacc', 'https://keybase.io/pay2key', 'pay2key@tuta.io']"
False,False,"[{'fqdn': 'anewset3pcya3xvk73hj7yunuamutxxsm5sohkdi32blhmql55tvgqad.onion', 'title': None, 'version': 3, 'slug': 'http://anewset3pcya3xvk73hj7yunuamutxxsm5sohkdi32blhmql55tvgqad.onion', 'available': False, 'updated': '2021-09-08 00:06:56.203474', 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,aztroteam,True,[]
False,False,"[{'fqdn': 'wm6mbuzipviusuc42kcggzkdpbhuv45sn7olyamy6mcqqked3waslbqd.onion', 'title': 'LockData Auction', 'version': 3, 'slug': 'http://wm6mbuzipviusuc42kcggzkdpbhuv45sn7olyamy6mcqqked3waslbqd.onion/', 'available': False, 'updated': '2022-04-09 16:16:17.344917', 'lastscrape': '2022-04-09 16:16:17.344901', 'enabled': False}]",marketplace - not a ransomware group,lockdata,True,"['https://www.telekom.com/en/blog/group/article/lockdata-auction-631300', 'https://twitter.com/darktracer_int/status/1418318232885153792']"
False,False,"[{'fqdn': 'bl4cktorpms2gybrcyt52aakcxt6yn37byb65uama5cimhifcscnqkid.onion', 'title': 'Bl@ckt0r | Bug Hunter and Data Breacher Group', 'version': 3, 'slug': 'http://bl@ckt0r:bl@ckt0r@bl4cktorpms2gybrcyt52aakcxt6yn37byb65uama5cimhifcscnqkid.onion/0x00/data-breach.html', 'available': False, 'updated': '2023-10-21 02:11:25.302177', 'lastscrape': '2023-10-21 02:11:25.302163', 'enabled': False}]",,blacktor,True,[]
False,False,"[{'fqdn': 'ft4zr2jzlqoyob7yg4fcpwyt37hox3ajajqnfkdvbfrkjioyunmqnpad.onion', 'title': 'Clients page', 'version': 3, 'slug': 'http://ft4zr2jzlqoyob7yg4fcpwyt37hox3ajajqnfkdvbfrkjioyunmqnpad.onion/login.php', 'available': False, 'updated': '2022-01-31 20:17:10.700056', 'lastscrape': '2022-01-31 20:17:10.700036', 'enabled': False}]","login page, no posts",haron,False,"['https://therecord.media/new-haron-ransomware-gang-emerges-borrowing-from-avaddon-and-thanos', 'https://threatpost.com/ransomware-gangs-haron-blackmatter/168212']"
False,False,"[{'fqdn': '54rdhzjzc4ids4u4wata4zr4ywfon5wpz2ml4q3avelgadpvmdal2vqd.onion', 'title': 'Dark Leak Market', 'version': 3, 'slug': 'http://54rdhzjzc4ids4u4wata4zr4ywfon5wpz2ml4q3avelgadpvmdal2vqd.onion/', 'available': False, 'updated': '2021-10-07 16:14:26.072845', 'lastscrape': '2021-10-07 16:14:26.072823', 'enabled': False}, {'fqdn': 'aby6efzmp7jzbwgidgqc6ghxi2vwpo6d7eaood5xuoxutrfofsmzcjqd.onion', 'title': 'Anonymous Marketplace – Carded eletronics, hacked ', 'version': 3, 'slug': 'http://aby6efzmp7jzbwgidgqc6ghxi2vwpo6d7eaood5xuoxutrfofsmzcjqd.onion', 'available': True, 'updated': '2025-06-17 04:09:30.837390', 'lastscrape': '2025-06-17 04:09:30.837379', 'enabled': True}, {'fqdn': 'darklmmmfuonklpy6s3tmvk5mrcdi7iapaw6eka45esmoryiiuug6aid.onion', 'title': 'Dark Leak Market', 'version': 3, 'slug': 'http://darklmmmfuonklpy6s3tmvk5mrcdi7iapaw6eka45esmoryiiuug6aid.onion', 'available': False, 'updated': '2025-06-17 00:13:19.829007', 'lastscrape': '2025-06-17 00:13:19.828998', 'enabled': True}, {'fqdn': 'darkleakyqmv62eweqwy4dnhaijg4m4dkburo73pzuqfdumcntqdokyd.onion', 'title': 'Dark Leak Market', 'version': 3, 'slug': 'http://darkleakyqmv62eweqwy4dnhaijg4m4dkburo73pzuqfdumcntqdokyd.onion', 'available': False, 'updated': '2023-07-11 12:12:34.031366', 'lastscrape': '2023-07-11 12:12:34.031351', 'enabled': False}]","marketplace - not a ransomware group, reputation questionable",darkleakmarket,True,[]
False,True,"[{'fqdn': 'promethw27cbrcot.onion', 'title': None, 'version': 2, 'slug': 'http://promethw27cbrcot.onion/blog/', 'available': False, 'updated': '2021-09-08 00:07:17.934621', 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,prometheus,False,"['https://therecord.media/decryptor-released-for-prometheus-ransomware-victims', 'https://unit42.paloaltonetworks.com/prometheus-ransomwar']"
False,False,"[{'fqdn': 'blackmax7su6mbwtcyo3xwtpfxpm356jjqrs34y4crcytpw7mifuedyd.onion', 'title': 'BlackMatter', 'version': 3, 'slug': 'http://blackmax7su6mbwtcyo3xwtpfxpm356jjqrs34y4crcytpw7mifuedyd.onion/', 'available': False, 'updated': '2021-11-04 21:45:29.471113', 'lastscrape': '2021-11-04 21:45:29.471099', 'enabled': False}]",support host supp24maprinktc7uizgfyqhisx7lkszb6ogh6lwdzpac23w3mh4tvyd.onion,blackmatter,True,"['https://www.tripwire.com/state-of-security/featured/blackmatter-pose-new-ransomware-threat', 'https://venturebeat.com/2021/08/23/sophoslabs-research-shows-blackmatter-ransomware-is-closely-acquainted-with-darkside']"
False,False,"[{'fqdn': 'vbmisqjshn4yblehk2vbnil53tlqklxsdaztgphcilto3vdj4geao5qd.onion', 'title': 'Payload.bin', 'version': 3, 'slug': 'http://vbmisqjshn4yblehk2vbnil53tlqklxsdaztgphcilto3vdj4geao5qd.onion/', 'available': False, 'updated': '2022-08-27 08:26:04.980738', 'lastscrape': '2022-08-27 08:26:04.980723', 'enabled': False}]",,payloadbin,True,['https://cyberintelmag.com/malware-viruses/payloadbin-ransomware-attributed-to-evil-corp']
False,False,"[{'fqdn': 'ws3dh6av66sjbxxkjpw5ao3wqzmtejnkzheswm4dz5rrwvular7xvkqd.onion', 'title': 'Утечки | Groove', 'version': 3, 'slug': 'http://ws3dh6av66sjbxxkjpw5ao3wqzmtejnkzheswm4dz5rrwvular7xvkqd.onion/', 'available': False, 'updated': '2021-10-30 10:50:04.915354', 'lastscrape': '2021-10-30 10:50:04.915343', 'enabled': False}]",,groove,True,"['https://intel471.com/blog/groove-gang-ransomware-babuk-revil-blackmatter', 'https://www.mcafee.com/blogs/enterprise/mcafee-enterprise-atr/how-groove-gang-is-shaking-up-the-ransomware-as-a-service-market-to-empower-affiliates']"
False,False,"[{'fqdn': 'kwvhrdibgmmpkhkidrby4mccwqpds5za6uo2thcw5gz75qncv7rbhyad.onion', 'title': None, 'version': 3, 'slug': 'http://kwvhrdibgmmpkhkidrby4mccwqpds5za6uo2thcw5gz75qncv7rbhyad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,ako,False,"['https://digital.nhs.uk/cyber-alerts/2020/cc-3345', 'https://www.bleepingcomputer.com/news/security/ako-ransomware-another-day-another-infection-attacking-businesses/', 'https://malwiki.org/index.php?title=Ako']"
False,False,"[{'fqdn': 'mhdehvkomeabau7gsetnsrhkfign4jgnx3wajth5yb5h6kvzbd72wlqd.onion', 'title': 'AtomSilo', 'version': 3, 'slug': 'http://mhdehvkomeabau7gsetnsrhkfign4jgnx3wajth5yb5h6kvzbd72wlqd.onion', 'available': False, 'updated': '2021-12-17 05:02:38.125479', 'lastscrape': '2021-12-17 05:02:38.125384', 'enabled': False}, {'fqdn': 'l5cjga2ksw6rxumu5l4xxn3cmahhi2irkbwg3amx6ajroyfmfgpfllid.onion', 'title': 'AtomSilo', 'version': 3, 'slug': 'http://l5cjga2ksw6rxumu5l4xxn3cmahhi2irkbwg3amx6ajroyfmfgpfllid.onion/list.html', 'available': False, 'updated': '2022-01-25 06:15:22.944304', 'lastscrape': '2022-01-25 06:15:22.944284', 'enabled': False}]",,atomsilo,True,"['https://www.cyfirma.com/outofband/malware-research-on-atomsilo-ransomware/', 'https://www.zscaler.com/blogs/security-research/atomsilo-ransomware-enters-league-double-extortion', 'https://twitter.com/vinopaljiri/status/1449550289204391940']"
False,False,"[{'fqdn': 'avos2fuj6olp6x36.onion', 'title': None, 'version': 2, 'slug': 'http://avos2fuj6olp6x36.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,avos,False,[]
False,False,"[{'fqdn': '6iaj3efye3q62xjgfxyegrufhewxew7yt4scxjd45tlfafyja6q4ctqd.onion', 'title': None, 'version': 3, 'slug': 'http://6iaj3efye3q62xjgfxyegrufhewxew7yt4scxjd45tlfafyja6q4ctqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': 'f5uzduboq4fa2xkjloprmctk7ve3dm46ff7aniis66cbekakvksxgeqd.onion', 'title': 'BlackByte BLOG', 'version': 3, 'slug': 'http://f5uzduboq4fa2xkjloprmctk7ve3dm46ff7aniis66cbekakvksxgeqd.onion', 'available': False, 'updated': '2021-12-30 09:14:25.683888', 'lastscrape': '2021-12-30 09:14:25.683872', 'enabled': False}, {'fqdn': 'dlyo7r3n4qy5fzv4645nddjwarj7wjdd6wzckomcyc7akskkxp4glcad.onion', 'title': 'BlackByte BLOG', 'version': 3, 'slug': 'http://dlyo7r3n4qy5fzv4645nddjwarj7wjdd6wzckomcyc7akskkxp4glcad.onion/', 'available': False, 'updated': '2022-03-28 11:17:47.827370', 'lastscrape': '2022-03-28 11:17:47.827356', 'enabled': False}, {'fqdn': 'fl3xpz5bmgzxy4fmebhgsbycgnz24uosp3u4g33oiln627qq3gyw37ad.onion', 'title': 'BlackByte BLOG', 'version': 3, 'slug': 'http://fl3xpz5bmgzxy4fmebhgsbycgnz24uosp3u4g33oiln627qq3gyw37ad.onion', 'available': False, 'updated': '2022-04-24 20:21:03.639800', 'lastscrape': '2022-04-24 20:21:03.639787', 'enabled': False}, {'fqdn': 'ce6roic2ykdjunyzazsxmjpz5wsar4pflpoqzntyww5c2eskcp7dq4yd.onion', 'title': 'BlackByte BLOG', 'version': 3, 'slug': 'http://ce6roic2ykdjunyzazsxmjpz5wsar4pflpoqzntyww5c2eskcp7dq4yd.onion/', 'available': False, 'updated': '2022-07-12 20:09:43.526492', 'lastscrape': '2022-07-12 20:09:43.526477', 'enabled': False}, {'fqdn': 'jbeg2dct2zhku6c2vwnpxtm2psnjo2xnqvvpoiiwr5hxnc6wrp3uhnad.onion', 'title': 'BB Auction', 'version': 3, 'slug': 'http://jbeg2dct2zhku6c2vwnpxtm2psnjo2xnqvvpoiiwr5hxnc6wrp3uhnad.onion', 'available': False, 'updated': '2023-10-20 22:09:04.729016', 'lastscrape': '2023-10-20 22:09:04.728996', 'enabled': False}, {'fqdn': '53d5skw4ypzku4bfq2tk2mr3xh5yqrzss25sooiubmjz67lb3gdivcad.onion', 'title': 'BB Auction', 'version': 3, 'slug': 'http://53d5skw4ypzku4bfq2tk2mr3xh5yqrzss25sooiubmjz67lb3gdivcad.onion', 'available': False, 'updated': '2025-05-17 08:05:00.313686', 'lastscrape': '2025-05-17 08:05:00.313673', 'enabled': True}, {'fqdn': 'tj3ty2q5jm5au3bmd2embtjscd3qjt7nfio2o7cr6moyy5kgil5pieqd.onion', 'title': 'File downloader', 'version': 3, 'slug': 'http://tj3ty2q5jm5au3bmd2embtjscd3qjt7nfio2o7cr6moyy5kgil5pieqd.onion', 'available': False, 'updated': '2024-12-13 20:06:14.230897', 'lastscrape': '2024-12-13 20:06:14.230887', 'enabled': True}]",,blackbyte,True,"['61141FCA047691D0E47CFD84717B59D3BEDF822442B5E907BE147FD6B8A11B723A48DF7FCA47', 'BlackByteSupp0rt@onionmail.org', 'https://www.zdnet.com/article/blackbyte-ransomware-decryptor-released/', 'https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/blackbyte-ransomware-pt-1-in-depth-analysis/', 'https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/blackbyte-ransomware-pt-2-code-obfuscation-analysis/', 'https://www.techtarget.com/searchsecurity/news/252510334/BlackByte-ransomware-attacks-exploiting-ProxyShell-flaws']"
False,False,"[{'fqdn': 'mmeeiix2ejdwkmseycljetmpiwebdvgjts75c63camjofn2cjdoulzqd.onion', 'title': None, 'version': 3, 'slug': 'http://mmeeiix2ejdwkmseycljetmpiwebdvgjts75c63camjofn2cjdoulzqd.onion', 'available': False, 'updated': '2022-08-27 10:25:31.297561', 'lastscrape': '2022-08-27 10:25:31.297546', 'enabled': False}, {'fqdn': 'obzuqvr5424kkc4unbq2p2i67ny3zngce3tbdr37nicjqesgqcgomfqd.onion', 'title': None, 'version': 3, 'slug': 'http://obzuqvr5424kkc4unbq2p2i67ny3zngce3tbdr37nicjqesgqcgomfqd.onion', 'available': False, 'updated': '2023-05-11 04:16:50.850911', 'lastscrape': '2023-05-11 04:16:50.850899', 'enabled': False}, {'fqdn': 'nclen75pwlgebpxpsqhlcnxsmdvpyrr7ogz36ehhatfmkvakeyden6ad.onion', 'title': None, 'version': 3, 'slug': 'http://nclen75pwlgebpxpsqhlcnxsmdvpyrr7ogz36ehhatfmkvakeyden6ad.onion', 'available': False, 'updated': '2022-10-01 05:18:09.037047', 'lastscrape': '2022-10-01 05:18:09.037032', 'enabled': False}, {'fqdn': 'mmcbkgua72og66w4jz3qcxkkhefax754pg6iknmtfujvkt2j65ffraad.onion', 'title': '404 Not Found', 'version': 3, 'slug': 'http://mmcbkgua72og66w4jz3qcxkkhefax754pg6iknmtfujvkt2j65ffraad.onion', 'available': False, 'updated': '2024-04-21 16:10:51.473153', 'lastscrape': '2024-04-21 16:10:51.473140', 'enabled': False}]",,lolnek,False,[]
False,True,"[{'fqdn': '544corkfh5hwhtn4.onion', 'title': None, 'version': 2, 'slug': 'http://544corkfh5hwhtn4.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",previous clearnet domain blackshadow.cc,blackshadow,False,['previous parser: ZWdyZXAgLW8gJ19zZWxmIj4oW1s6YWxudW06XV18IHxcLikrPC9hPicgIHNvdXJjZS9ibGFja3NoYWRvdy1ibGFja3NoYWRvdy5odG1sIHwgY3V0IC1kICc+JyAtZiAyIHwgY3V0IC1kICc8JyAtZiAxIHwgc2VkIC1lICcvRG9uYXRlL2QnIC1lICcvSG9tZS9kJyAtZSAnL0NvbnRhY3QgVVMvZCcgLWUgJy9UZWxlZ3JhbSBjaGFubmVsL2QnIHwgc29ydCAtdQ==']
False,False,"[{'fqdn': 'bonacifryrxr4siz6ptvokuihdzmjzpveruklxumflz5thmkgauty2qd.onion', 'title': '502 Bad Gateway', 'version': 3, 'slug': 'http://bonacifryrxr4siz6ptvokuihdzmjzpveruklxumflz5thmkgauty2qd.onion', 'available': False, 'updated': '2021-12-28 14:14:45.463150', 'lastscrape': '2021-12-28 14:14:45.463128', 'enabled': False}]",claim to donate 80% of earnings to charity,bonacigroup,False,[]
False,False,"[{'fqdn': 'd57uremugxjrafyg.onion', 'title': None, 'version': 2, 'slug': 'http://d57uremugxjrafyg.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,crylock,False,[]
False,False,"[{'fqdn': 'veqlxhq7ub5qze3qy56zx2cig2e6tzsgxdspkubwbayqije6oatma6id.onion', 'title': None, 'version': 3, 'slug': 'http://veqlxhq7ub5qze3qy56zx2cig2e6tzsgxdspkubwbayqije6oatma6id.onion', 'available': False, 'updated': '2023-09-05 23:07:10.807137', 'lastscrape': '2023-09-05 23:07:10.807117', 'enabled': False}]",,ech0raix,False,"['https://www.anomali.com/blog/the-ech0raix-ransomware', 'https://www.bleepingcomputer.com/news/security/qnap-nas-devices-hit-in-surge-of-ech0raix-ransomware-attacks/']"
False,False,"[{'fqdn': 'dg5fyig37abmivryrxlordrczn6d6r5wzcfe2msuo5mbbu2exnu46fid.onion', 'title': None, 'version': 3, 'slug': 'http://dg5fyig37abmivryrxlordrczn6d6r5wzcfe2msuo5mbbu2exnu46fid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,ep918,False,[]
False,False,"[{'fqdn': '7iulpt5i6whht6zo2r52f7vptxtjxs3vfcdxxazllikrtqpupn4epnqd.onion', 'title': None, 'version': 3, 'slug': 'http://7iulpt5i6whht6zo2r52f7vptxtjxs3vfcdxxazllikrtqpupn4epnqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,exorcist,False,['https://medium.com/@velasco.l.n/exorcist-ransomware-from-triaging-to-deep-dive-5b7da4263d81']
False,False,"[{'fqdn': 'ixltdyumdlthrtgx.onion', 'title': None, 'version': 2, 'slug': 'http://ixltdyumdlthrtgx.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,hades,False,[]
False,False,"[{'fqdn': '3r6n77mpe737w4sbxxxrpc5phbluv6xhtdl5ujpnlvmck5tc7blq2rqd.onion', 'title': 'News', 'version': 3, 'slug': 'http://3r6n77mpe737w4sbxxxrpc5phbluv6xhtdl5ujpnlvmck5tc7blq2rqd.onion', 'available': False, 'updated': '2021-10-02 15:17:11.282691', 'lastscrape': '2021-10-02 15:17:11.282676', 'enabled': False}]",aka fivehands,hellokitty,False,"['https://www.ic3.gov/Media/News/2021/211029.pdf', 'https://www.cisa.gov/uscert/ncas/analysis-reports/ar21-126a', 'https://research.nccgroup.com/2021/06/15/handy-guide-to-a-new-fivehands-ransomware-variant/', 'https://www.mandiant.com/resources/unc2447-sombrat-and-fivehands-ransomware-sophisticated-financial-threat']"
False,False,"[{'fqdn': 'r6d636w47ncnaukrpvlhmtdbvbeltc6enfcuuow3jclpmyga7cz374qd.onion', 'title': 'Hotarus Corp', 'version': 3, 'slug': 'http://r6d636w47ncnaukrpvlhmtdbvbeltc6enfcuuow3jclpmyga7cz374qd.onion', 'available': False, 'updated': '2021-10-22 04:52:30.438438', 'lastscrape': '2021-10-22 04:52:30.438426', 'enabled': False}]",aka hotarus corp,hotarus,False,['https://www.bleepingcomputer.com/news/security/ransomware-gang-hacks-ecuadors-largest-private-bank-ministry-of-finance/']
False,False,"[{'fqdn': '3nvzqyo6l4wkrzumzu5aod7zbosq4ipgf7ifgj3hsvbcr5vcasordvqd.onion', 'title': 'Karma Leaks', 'version': 3, 'slug': 'http://3nvzqyo6l4wkrzumzu5aod7zbosq4ipgf7ifgj3hsvbcr5vcasordvqd.onion', 'available': False, 'updated': '2021-11-05 02:09:55.300967', 'lastscrape': '2021-11-05 02:09:55.300950', 'enabled': False}]",,karma,True,"['https://www.sentinelone.com/labs/karma-ransomware-an-emerging-threat-with-a-hint-of-nemty-pedigree/', 'https://blogs.blackberry.com/en/2021/11/threat-thursday-karma-ransomware', 'https://www.bleepingcomputer.com/news/security/new-karma-ransomware-group-likely-a-nemty-rebrand/', 'https://blog.cyble.com/2021/08/24/a-deep-dive-analysis-of-karma-ransomware/', 'https://securityaffairs.co/wordpress/123568/malware/karma-ransomware-nemty-similarities.html']"
False,False,"[{'fqdn': 'lockbitkodidilol.onion', 'title': None, 'version': 2, 'slug': 'http://lockbitkodidilol.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,lockbit,False,[]
False,False,"[{'fqdn': 'xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion', 'title': None, 'version': 3, 'slug': 'http://xembshruusobgbvxg4tcjs3jpdnks6xrr6nbokfxadcnlc53yxir22ad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,mbc,False,['https://www.thenationalnews.com/business/2021/08/21/mbc-ransomware-group-claims-responsibility-for-cyber-attack-on-irans-railway-network/']
False,False,"[{'fqdn': '5s4ixqul2enwxrqv.onion', 'title': None, 'version': 2, 'slug': 'http://58b87e60649ccc808ac8mstiejnj.5s4ixqul2enwxrqv.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,mydecryptor,False,[]
False,False,"[{'fqdn': 'n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion', 'title': None, 'version': 3, 'slug': 'http://n3twormruynhn3oetmxvasum2miix2jgg56xskdoyihra4wthvlgyeyd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,n3tworm,False,"['https://www.bleepingcomputer.com/news/security/n3tw0rm-ransomware-emerges-in-wave-of-cyberattacks-in-israel/', 'https://www.haaretz.com/israel-news/tech-news/.premium-iranian-hackers-hit-h-m-israel-amid-new-wave-of-cyberattacks-1.9766404']"
False,False,"[{'fqdn': 'zjoxyw5mkacojk5ptn2iprkivg5clow72mjkyk5ttubzxprjjnwapkad.onion', 'title': None, 'version': 3, 'slug': 'http://zjoxyw5mkacojk5ptn2iprkivg5clow72mjkyk5ttubzxprjjnwapkad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,nemty,False,"['https://www.mcafee.com/blogs/other-blogs/mcafee-labs/nemty-ransomware-learning-by-doing/', 'https://symantec-enterprise-blogs.security.com/blogs/threat-intelligence/nemty-ransomware-trik-botnet', 'https://www.zdnet.com/article/nemty-ransomware-operation-shuts-down/', 'https://www.acronis.com/en-eu/blog/posts/threat-analysis-nemty-ransomware-and-fake-paypal-site/', 'https://www.infoblox.com/wp-content/uploads/threat-intelligence-report-nemty-ransomware-loves-you.pdf']"
False,False,"[{'fqdn': '5mvifa3xq5m7sou3xzaajfz7h6eserp5fnkwotohns5pgbb5oxty3zad.onion', 'title': None, 'version': 3, 'slug': 'http://5mvifa3xq5m7sou3xzaajfz7h6eserp5fnkwotohns5pgbb5oxty3zad.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,onepercent,False,"['https://www.ic3.gov/Media/News/2021/210823.pdf', 'https://www.csoonline.com/article/3630635/onepercent-ransomware-group-hits-companies-via-iceid-banking-trojan.html']"
False,False,"[{'fqdn': 'msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion', 'title': None, 'version': 3, 'slug': 'http://msaoyrayohnp32tcgwcanhjouetb5k54aekgnwg7dcvtgtecpumrxpqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",aka pwndlocker,prolock,False,"['https://www.zdnet.com/article/prolock-ransomware-everything-you-need-to-know/', 'https://news.sophos.com/en-us/2020/07/27/prolock-ransomware-gives-you-the-first-8-kilobytes-of-decryption-for-free/', 'https://www.bleepingcomputer.com/news/security/pwndlocker-ransomware-gets-pwned-decryption-now-available/', 'https://www.bleepingcomputer.com/news/security/fbi-warns-of-prolock-ransomware-decryptor-not-working-properly/', 'https://iacc.memberclicks.net/assets/docs/COVID19/FBI%20-%20FLASH%20TLP%20Green%20-%20Indicators%20of%20Compromise%20Associated%20with%20ProLock....pdf']"
False,False,"[{'fqdn': 'gvka2m4qt5fod2fltkjmdk4gxh5oxemhpgmnmtjptms6fkgfzdd62tad.onion', 'title': None, 'version': 3, 'slug': 'http://gvka2m4qt5fod2fltkjmdk4gxh5oxemhpgmnmtjptms6fkgfzdd62tad.onion', 'available': False, 'updated': '2022-11-08 04:40:53.794050', 'lastscrape': '2022-11-08 04:40:53.794039', 'enabled': False}]","login page, no posts",qlocker,False,"['https://www.qnap.com/en/security-advisory/QSA-21-13', 'https://www.qnap.com/static/landing/2021/qlocker/response/da-dk/', 'https://www.bleepingcomputer.com/news/security/qlocker-ransomware-shuts-down-after-extorting-hundreds-of-qnap-users/']"
False,False,"[{'fqdn': '37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion', 'title': None, 'version': 3, 'slug': 'http://37rckgo66iydpvgpwve7b2el5q2zhjw4tv4lmyewufnpx4lhkekxkoqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,ranzy,False,"['https://blog.malwarebytes.com/ransomware/2021/10/threat-profile-ranzy-locker-ransomware/', 'https://www.picussecurity.com/resource/blog/a-detailed-walkthrough-of-ranzy-locker-ransomware-ttps', 'https://www.sentinelone.com/labs/ranzy-ransomware-better-encryption-among-new-features-of-thunderx-derivative/', 'https://www.ic3.gov/Media/News/2021/211026.pdf']"
False,False,"[{'fqdn': 'vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion', 'title': None, 'version': 3, 'slug': 'http://vfokxcdzjbpehgit223vzdzwte47l3zcqtafj34qrr26htjo4uf3obid.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}, {'fqdn': '746pbrxl7acvrlhzshosye3b3udk4plurpxt2pp27pojfhkkaooqiiqd.onion', 'title': None, 'version': 3, 'slug': 'http://746pbrxl7acvrlhzshosye3b3udk4plurpxt2pp27pojfhkkaooqiiqd.onion', 'available': False, 'updated': None, 'lastscrape': '2021-05-01 00:00:00.000000', 'enabled': False}]",,vfokx,False,[]
