common_name,aliases,country,actor_url,description,associated_families
SEXi,,,https://malpedia.caad.fkie.fraunhofer.de/actor/sexi,"SEXi is a ransomware group that targets VMware ESXi servers, encrypting data and demanding ransom payments. They have been observed encrypting virtual machines and backups, causing significant disruptions to services. The group's name is a play on the word ""ESXi,"" indicating a deliberate focus on these systems. SEXi has been linked to other ransomware variants based on the Babuk source code.",elf.sexi
SLIME29,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/slime29,Details for the SLIME29 threat actor (from the MISP Galaxy Project).,win.plugx
SloppyLemming,,,https://malpedia.caad.fkie.fraunhofer.de/actor/sloppylemming,"SloppyLemming is an advanced actor that uses multiple cloud service providers to facilitate different aspects of their activities, such as credential harvesting, malware delivery and command and control (C2). This actor conducts extensive operations targeting Pakistani, Sri Lanka, Bangladesh, and China. Industries targeted include government, law enforcement, energy, telecommunications, and technology entitie",win.sidewinder
SMOKY SPIDER,,,https://malpedia.caad.fkie.fraunhofer.de/actor/smoky_spider,Mentioned as operator of SmokeLoader in CrowdStrike's 2020 Report.,win.smokeloader
SOLAR SPIDER,,,https://malpedia.caad.fkie.fraunhofer.de/actor/solar_spider,"SOLAR SPIDER’s phishing campaigns deliver the JSOutProx RAT to financial institutions across Africa, the Middle East, South Asia and Southeast Asia.",win.jsoutprox
STAC5143,,,https://malpedia.caad.fkie.fraunhofer.de/actor/stac5143,"STAC5143 is a threat actor group tracked by Sophos, notable for its sophisticated use of Microsoft Office 365's legitimate services to conduct ransomware and data extortion campaigns. Unlike FIN7, which typically targets larger organizations through phishing and malicious Google Ads, STAC5143 focuses on smaller victims across diverse business sectors. Their operations begin with overwhelming targeted individuals with email bombing, followed by Microsoft Teams messages impersonating tech support to initiate a remote screen control session. Utilizing Microsoft's Quick Assist or direct Teams screen sharing, they deploy malware, including Java Archive (JAR) files and Python-based backdoors, from external SharePoint file stores. This cluster exploits legitimate services within the Microsoft Office 365 platform, using a Java-based proxy to execute PowerShell commands and download malicious payloads. While employing publicly available tools like RPivot, their obfuscation methods and the use of side-loaded DLLs for command and control, combined with the deployment of Black Basta ransomware in one instance, indicate a sophisticated and evolving threat actor adapting known techniques for their specific objectives.",win.blackbasta
Stealth Falcon,"aka: FruityArmor, G0038",ae,https://malpedia.caad.fkie.fraunhofer.de/actor/stealth_falcon,"This threat actor targets civil society groups and Emirati journalists, activists, and dissidents.",win.horus
Storm-0494,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-0494,"Storm-0494 is a threat actor that facilitates Gootloader infections, which are then exploited by groups like Vice Society to deploy tools such as the Supper backdoor, AnyDesk, and MEGA. They utilize RDP for lateral movement and employ the WMI Provider Host to deploy the INC ransomware payload. Microsoft has identified their activities as part of a campaign targeting the U.S. health sector. Their operations are characterized by financially motivated tactics.",elf.inc
Storm-0501,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-0501,"Storm-0501 is a financially motivated cybercriminal group that has been active since 2021, initially targeting US school districts with the Sabbath ransomware and later transitioning to a RaaS model deploying various ransomware strains, including Embargo. The group exploits weak credentials and over-privileged accounts to achieve lateral movement from on-premises environments to cloud infrastructures, establishing persistent backdoor access and deploying ransomware. They have utilized techniques such as credential theft, exploiting vulnerabilities in Zoho ManageEngine and Citrix NetScaler, and employing tools like Cobalt Strike and Rclone for lateral movement and data exfiltration. Storm-0501 has specifically targeted sectors such as government, manufacturing, transportation, and law enforcement in the United States.",win.hunters_international
Storm-0506,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-0506,"Storm-0506 (DEV-0506) is a financially motivated cybercriminal group operating as a core affiliate within the Black Basta ransomware-as-a-service (RaaS) ecosystem, having switched from deploying Conti ransomware around April 2022. This actor's operational model is distinguished by its strategic reliance on a dynamic network of initial access brokers, showcasing a division of labor common in RaaS operations. Throughout its history, Storm-0506 has leveraged access obtained through various brokers: initially Storm-0450/0464 via Qakbot infections (pre-September 2023), then expanding to include Storm-1674 delivering DarkGate, Pikabot, and IcedID (September 2023), and later employing Storm-1674's Microsoft Teams vishing campaigns (October 2024) and Storm-0569's SEO poisoning leading to BATLOADER and Cobalt Strike (December 2023). Following successful initial compromise, Storm-0506 employs a range of post-exploitation tools, including Cobalt Strike Beacon, SystemBC, and Brute Ratel C4 backdoors, and notably, often utilizes command-and-control (C2) infrastructure established by Storm-0365, indicating close collaboration or shared resources. This actor is characterized by hands-on-keyboard activity, culminating in the deployment of Black Basta ransomware. A resurgence in activity observed in October 2024, directly linked to Storm-1674's vishing, underscores the ongoing and adaptive threat that Storm-0506 represents within the ransomware landscape.",win.blackbasta
Storm-0826,,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-0826,"Storm-0826 is a financially motivated cybercriminal group operating as an affiliate within the Black Basta ransomware-as-a-service (RaaS) ecosystem. This actor's primary known method of obtaining initial access is through handoffs from Storm-0464, a known distributor of the Qakbot malware",win.blackbasta
Storm-1113,aka: APOTHECARY SPIDER,,https://malpedia.caad.fkie.fraunhofer.de/actor/storm-1113,"Storm-1113 is a threat actor that acts both as an access broker focused on malware distribution through search advertisements and as an “as-a-service” entity providing malicious installers and landing page frameworks. In Storm-1113 malware distribution campaigns, users are directed to landing pages mimicking well-known software that host installers, often MSI files, that lead to the installation of malicious payloads. Storm-1113 is also the developer of EugenLoader, a commodity malware first observed around November 2022.",ps1.eugenloader
Swan Vector,,,https://malpedia.caad.fkie.fraunhofer.de/actor/swan_vector,"Seqrite Labs APT-Team has recently uncovered a campaign which we have termed as Swan Vector, that has been targeting the nations across the East China sea such as Taiwan and Japan. The campaign is aimed at educational institutes and mechanical engineering industry with lures aiming to deliver fake resume of candidates which acts as a decoy.",win.pterois
TA579,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta579,"TA579, a threat actor that Proofpoint researchers have been tracking since August 2021. This actor frequently delivered BazaLoader and IcedID in past campaigns.",win.bumblebee
TA866,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ta866,"According to Proofpoint, TA866 is a newly identified threat actor that distributes malware via email utilizing both commodity and custom tools. While most of the activity observed occurred since October 2022, Proofpoint researchers identified multiple activity clusters since 2019 that overlap with TA866 activity. Most of the activity recently observed by Proofpoint suggests recent campaigns are financially motivated, however assessment of historic related activities suggests a possible, additional espionage objective.",win.resident
TeamXRat,"aka: CorporacaoXRat, CorporationXRat",,https://malpedia.caad.fkie.fraunhofer.de/actor/teamxrat,Details for the TeamXRat threat actor (from the MISP Galaxy Project).,win.xpan
TianWu,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/tianwu,Details for the TianWu threat actor (from the MISP Galaxy Project).,win.cobalt_strike
TraderTraitor,"aka: Jade Sleet, UNC4899, Pukchong",kp,https://malpedia.caad.fkie.fraunhofer.de/actor/tradertraitor,"TraderTraitor targets blockchain companies through spear-phishing messages. The group sends these messages to employees, particularly those in system administration or software development roles, on various communication platforms, intended to gain access to these start-up and high-tech companies. TraderTraitor may be the work of operators previously responsible for APT38 activity.",py.rn_stealer
UAC-0006,,,https://malpedia.caad.fkie.fraunhofer.de/actor/uac-0006,"UAC-0006 is a financially motivated threat actor that has been active since at least 2013. They primarily target Ukrainian organizations, particularly accountants, with phishing emails containing the SmokeLoader malware. Their goal is to steal credentials and execute unauthorized fund transfers, posing a significant risk to financial systems.",win.smokeloader
UAC-0050,,,https://malpedia.caad.fkie.fraunhofer.de/actor/uac-0050,"UAC-0050 is a threat actor that has been active since 2020, targeting government agencies in Ukraine. They have been distributing the Remcos RAT malware through phishing campaigns, using tactics such as impersonating the Security Service of Ukraine and sending emails with malicious attachments. The group has also been linked to other hacking collectives, such as UAC-0096, and has previously used remote administration tools like Remote Utilities. The motive behind their attacks is likely espionage.",win.remcos
UAC-0149,,,https://malpedia.caad.fkie.fraunhofer.de/actor/uac-0149,UAC-0149 is a threat actor targeting the Armed Forces of Ukraine with COOKBOX malware. They use obfuscation techniques like character encoding and base64 encoding to evade detection. The group leverages dynamic DNS services and Cloudflare Workers for their C2 infrastructure.,ps1.cookbox
UAC-0226,,,https://malpedia.caad.fkie.fraunhofer.de/actor/uac-0226,"UAC-0226 is a cyber-espionage group targeting Ukrainian military, law enforcement, and local government entities—particularly near the eastern border—since February 2025. Initial access is achieved via phishing emails containing malicious .xlsm documents that decode and execute base64-encoded payloads stored in spreadsheet cells. Two main tools are used: a .NET-based reverse shell leveraging PowerShell code from a public GitHub repository (https://github.com/tihanyin/PSSW100AVB), and GIFTEDCROOK, a C/C++ stealer that extracts browser data (cookies, history, credentials), archives it with PowerShell, and exfiltrates via Telegram. The group often abuses compromised webmail accounts for delivery, underlining the importance of detailed email and web server logging. Their activity shows a mix of low development overhead and high operational targeting, consistent with state-aligned espionage.",win.giftedcrook
UNC215,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/unc215,"UNC215 is a Chinese nation-state threat actor that has been active since at least 2014. They have targeted organizations in various sectors, including government, technology, telecommunications, defense, finance, entertainment, and healthcare. UNC215 has been observed using tools such as Mimikatz, FOCUSFJORD, and HYPERBRO for initial access and post-compromise activities. They have demonstrated a focus on evading detection and have employed tactics such as using trusted third parties, minimizing forensic evidence, and incorporating false flags. UNC215's targets are located globally, with a particular focus on the Middle East, Europe, Asia, and North America.",asp.twoface
UNC2970,,kp,https://malpedia.caad.fkie.fraunhofer.de/actor/unc2970,"UNC2970 is a North Korean threat actor that primarily targets organizations through spear-phishing emails with job recruitment themes, often utilizing fake LinkedIn accounts to engage victims. The group employs the PLANKWALK backdoor and other malware families, leveraging compromised WordPress sites for command and control. They have been observed using BYOVD techniques to exploit vulnerable drivers for evading detection. Mandiant has noted a shift in UNC2970's targeting strategy, including a focus on security researchers and advancements in their operational capabilities against EDR tools.",win.mistpen
UNC3973,,,https://malpedia.caad.fkie.fraunhofer.de/actor/unc3973,"UNC3973 is a financially motivated threat actor tracked by Mandiant, distinguished from the broader BASTA ransomware ecosystem (primarily tracked as UNC4393) due to its unique operational characteristics and TTPs. This actor has demonstrated a specific focus on supply chain compromises, as evidenced by their June campaign targeting credit unions in western Canada via a compromised managed service provider (MSP). UNC3973 leverages unauthorized service accounts with elevated privileges, specifically domain administrator accounts shared between the compromised MSP and the target organizations, to gain initial access.This actor's post-exploitation activity includes attempts to disable security controls and deploy the SYSTEMBC tunneler for command and control (C2) communication, followed by attempts to deploy BASTA ransomware. While their attempts to deploy both SYSTEMBC and BASTA have been observed, these were thankfully thwarted by endpoint security solutions in observed instances. The targeted, supply chain-enabled nature of UNC3973's intrusions, coupled with its use of privileged shared accounts and attempts at deploying BASTA, all suggest that it is an exclusive group, perhaps even affiliates working closely with or possibly operating under the direct control, BASTA ransomware operators. This group's ability to exploit centralized access points, like MSPs, represents a significant threat to organizations reliant on third-party providers.",win.blackbasta
UNC5537,,,https://malpedia.caad.fkie.fraunhofer.de/actor/unc5537,"UNC5537 is a financially motivated threat actor targeting Snowflake customer databases. They use stolen credentials obtained from infostealer malware to access and exfiltrate large volumes of data. The compromised accounts lack multi-factor authentication, allowing UNC5537 to conduct data theft and extortion.",win.metastealer
Unit 8200,aka: Duqu Group,il,https://malpedia.caad.fkie.fraunhofer.de/actor/unit_8200,Details for the Unit 8200 threat actor (from the MISP Galaxy Project).,win.duqu
Void Arachne,aka: Silver Fox,,https://malpedia.caad.fkie.fraunhofer.de/actor/void_arachne,Void Arachne is a threat actor group targeting Chinese-speaking users with malicious MSI files containing legitimate software installers for AI software. They exploit public interest in VPN technology and AI software to distribute malware through SEO poisoning and Chinese-language-themed Telegram channels. The group's campaign includes bundling malicious Winos payloads with deepfake pornography-generating AI software and voice-and-face-swapping AI software. Void Arachne also promotes AI technologies for virtual kidnapping and uses AI voice-alternating technology to pressure victims into paying ransom.,win.winos
Water Barghest,,,https://malpedia.caad.fkie.fraunhofer.de/actor/water_barghest,"Water Barghest is a cybercriminal group that has compromised over 20,000 IoT devices by October 2024, monetizing them through a residential proxy marketplace. They automate the entire process from identifying vulnerable devices using n-day and zero-day exploits to deploying Ngioweb malware and selling the compromised assets. Their operations include leveraging Ubiquiti EdgeRouter devices for espionage and utilizing automated scripts to exploit vulnerabilities within minutes of discovery. Water Barghest has maintained a low profile for years, but their activities gained attention due to the deployment of a zero-day vulnerability against Cisco IOS XE devices in October 2023.",elf.ngioweb
Water Orthrus,,,https://malpedia.caad.fkie.fraunhofer.de/actor/water_orthrus,Water Orthrus is a threat actor known for distributing CopperStealer and CopperPhish malware. They target Microsoft 365 users with phishing campaigns to steal credit card information. The actor has evolved their malware to include rootkits for stealthy installations and has shifted their focus from personal information to cryptocurrency and credit card data. Water Orthrus has been linked to the Scranos campaign reported in 2019.,win.copperstealth
WET PANDA,aka: Red Chimera,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/wet_panda,Details for the WET PANDA threat actor (from the MISP Galaxy Project).,win.shadowpad
WildNeutron,"aka: Butterfly, Morpho, Sphinx Moth",,https://malpedia.caad.fkie.fraunhofer.de/actor/wildneutron,"A corporate espionage group has compromised a string of major corporations over the past three years in order to steal confidential information and intellectual property. The gang, which Symantec calls Butterfly, is not-state sponsored, rather financially motivated. It has attacked multi-billion dollar companies operating in the internet, IT software, pharmaceutical, and commodities sectors. Twitter, Facebook, Apple, and Microsoft are among the companies who have publicly acknowledged attacks.Butterfly is technically proficient and well resourced. The group has developed a suite of custom malware tools capable of attacking both Windows and Apple computers, and appears to have used at least one zero-day vulnerability in its attacks. It keeps a low profile and maintains good operational security. After successfully compromising a target organization, it cleans up after itself before moving on to its next target.This group operates at a much higher level than the average cybercrime gang. It is not interested in stealing credit card details or customer databases and is instead focused on high-level corporate information. Butterfly may be selling this information to the highest bidder or may be operating as hackers for hire. Stolen information could also be used for insider-trading purposes.",win.jripbot
WindShift,aka: Windy Phoenix,,https://malpedia.caad.fkie.fraunhofer.de/actor/windshift,"In August of 2018, DarkMatter released a report entitled “In the Trails of WINDSHIFT APT”, which unveiled a threat actor with TTPs very similar to those of Bahamut. Subsequently, two additional articles were released by Objective-See which provide an analysis of some validated WINDSHIFT samples targeting OSX systems. Pivoting on specific file attributes and infrastructure indicators, Unit 42 was able to identify and correlate additional attacker activity and can now provide specific details on a targeted WINDSHIFT attack as it unfolded at a Middle Eastern government agency.",osx.windtail
Winter Vivern,"aka: UAC-0114, TA473, TAG-70, TA-473",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/winter_vivern,"Winter Vivern is a cyberespionage group first revealed by DomainTools in 2021. It is thought to have been active since at least 2020 and it targets governments in Europe and Central Asia. To compromise its targets, the group uses malicious documents, phishing websites, and a custom PowerShell backdoor.",js.unidentified_006
Xcatze,,,https://malpedia.caad.fkie.fraunhofer.de/actor/xcatze,"Cloud security company Lacework says it discovered a threat actor group named Xcatze that uses a Python named AndroxGh0st to take over AWS servers and send out massive email spam campaigns. Lacework says the malware operates by scanning web apps written in the Laravel PHP framework for exposed configuration files to identify and steal server credentials. Researchers said AndroxGh0st specifically searches for AWS, SendGrid, and Twilio credentials, which it uses to take control of email servers and accounts and send out the spam campaigns.",py.androxgh0st
YoroTrooper,"aka: Salted Earth, Sturgeon Fisher",kz,https://malpedia.caad.fkie.fraunhofer.de/actor/yorotrooper,"YoroTrooper’s main targets are government or energy organizations in Azerbaijan, Tajikistan, Kyrgyzstan and other Commonwealth of Independent States, based on Cisco Talos analysis. YoroTrooper was also observed compromising accounts from at least two international organizations: a critical European Union health care agency and the World Intellectual Property Organization. Successful compromises also included Embassies of European countries including Azerbaijan and Turkmenistan.",ps1.unidentified_005
Adrastea,,,https://malpedia.caad.fkie.fraunhofer.de/actor/adrastea,"Adrastea is a threat actor who has been active on cybercrime forums, claiming to have breached organizations like MBDA and offering stolen data for sale. They describe themselves as a group of independent cybersecurity experts and researchers. Adrastea has been linked to ransomware operations, data leak platforms, and network access groups. The actor has been known to exploit critical vulnerabilities in target organizations' infrastructure to gain access to sensitive data.","There, are, currently, no, families, associated, with, this, actor."
AeroBlade,,,https://malpedia.caad.fkie.fraunhofer.de/actor/aeroblade,"AeroBlade is a previously unknown threat actor that has been targeting an aerospace organization in the United States. Their objective appears to be conducting commercial and competitive cyber espionage. They employ spear-phishing as a delivery mechanism, using weaponized documents with embedded remote template injection techniques and malicious VBA macro code. The attacks have been ongoing since September 2022, with multiple phases identified in the attack chain. The origin and precise objective of AeroBlade remain unknown.","There, are, currently, no, families, associated, with, this, actor."
Aggressive Inventory Zombies,aka: AIZ,,https://malpedia.caad.fkie.fraunhofer.de/actor/aggressive_inventory_zombies,"Aggressive Inventory Zombies is a threat actor involved in a large-scale phishing and pig-butchering network targeting retail brands and cryptocurrency users. They create fraudulent sites using a popular website template that scrapes product details from legitimate e-commerce platforms and integrate chat services for phishing. Financial ties to India have been identified, and collaboration with Stark Industries has led to the dismantling of parts of their infrastructure, revealing the network's breadth. AIZ is also linked to Entropy ransomware infections, which were preceded by detections of Cobalt Strike beacons and Dridex malware.","There, are, currently, no, families, associated, with, this, actor."ALLANITE,"aka: Palmetto Fusion, Allanite",,https://malpedia.caad.fkie.fraunhofer.de/actor/allanite,"Adversaries abusing ICS (based on Dragos Inc adversary list).ALLANITE accesses business and industrial control (ICS) networks, conducts reconnaissance, and gathers intelligence in United States and United Kingdom electric utility sectors. Dragos assesses with moderate confidence that ALLANITE operators continue to maintain ICS network access to: (1) understand the operational environment necessary to develop disruptive capabilities, (2) have ready access from which to disrupt electric utilities.ALLANITE uses email phishing campaigns and compromised websites called watering holes to steal credentials and gain access to target networks, including collecting and distributing screenshots of industrial control systems. ALLANITE operations limit themselves to information gathering and have not demonstrated any disruptive or damaging capabilities.ALLANITE conducts malware-less operations primarily leveraging legitimate and available tools in the Windows operating system.","There, are, currently, no, families, associated, with, this, actor."
Altahrea Team,,iq,https://malpedia.caad.fkie.fraunhofer.de/actor/altahrea_team,"Altahrea Team is a pro-Iranian hacking group that has been active since at least 2020. The group has claimed responsibility for a number of cyberattacks, including DDoS attacks against Israeli websites, a hack of the Israel Airports Authority website, and a cyberattack on the Orot Yosef power plant in Israel.","There, are, currently, no, families, associated, with, this, actor."
ALTDOS,,,https://malpedia.caad.fkie.fraunhofer.de/actor/altdos,"ALTDOS is a threat actor group that has targeted entities in Southeast Asia, including Singapore, Thailand, and Malaysia. They have been involved in data breaches of companies in various sectors, such as real estate and retail, compromising sensitive information like customer names, bank account numbers, and transaction details. ALTDOS uses tactics like ransomware attacks, data exfiltration, and dumping data publicly or for sale on underground forums. The group has been known to demand ransom payments from victims, but also leaks data if demands are not met.","There, are, currently, no, families, associated, with, this, actor."
Altoufan Team,,,https://malpedia.caad.fkie.fraunhofer.de/actor/altoufan_team,"ALTOUFAN TEAM is a politically motivated hacktivist group with anti-Zionism, anti-monarchy, and pro-14-February movement sentiments. They have targeted government agencies and organizations in Bahrain and Israel, claiming to support political causes in the region. The group has employed techniques such as credential theft to compromise systems, as demonstrated by their attack on Bahrain's Social Insurance Organization. ALTOUFAN maintains a presence on social media platforms to disseminate their messages and showcase their activities.","There, are, currently, no, families, associated, with, this, actor."
EC2 Grouper,,,https://malpedia.caad.fkie.fraunhofer.de/actor/ec2_grouper,"EC2 Grouper is a prolific threat actor known for leveraging AWS tools for PowerShell to conduct automated attacks in cloud environments. They typically utilize the CreateSecurityGroup API to establish remote access and exhibit a consistent security group naming convention. Credential acquisition is believed to stem from compromised cloud access keys, often sourced from public code repositories. Notably, their activities do not include calls to AuthorizeSecurityGroupIngress, suggesting a selective approach to escalation.","There, are, currently, no, families, associated, with, this, actor."
Edalat-e Ali,,ir,https://malpedia.caad.fkie.fraunhofer.de/actor/edalat-e_ali,"Edalat-e Ali is a hacktivist group known for disrupting Iranian state-run TV and radio transmissions during significant events, such as the Revolution Day ceremonies. They have also targeted government facilities, releasing security camera footage to expose abuses and draw attention to human rights violations. The group has used their hacks to call for protests against the Iranian regime and have displayed anti-government messages during their disruptions. Edalat-e Ali has been active in releasing sensitive information and footage to embarrass Iranian officials and highlight injustices within the country.","There, are, currently, no, families, associated, with, this, actor."
ELECTRIC PANDA,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/electric_panda,Details for the ELECTRIC PANDA threat actor (from the MISP Galaxy Project).,"There, are, currently, no, families, associated, with, this, actor."
ELOQUENT PANDA,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/eloquent_panda,Details for the ELOQUENT PANDA threat actor (from the MISP Galaxy Project).,"There, are, currently, no, families, associated, with, this, actor."
ELUSIVE COMET,,kp,https://malpedia.caad.fkie.fraunhofer.de/actor/elusive_comet,"ELUSIVE COMET is a threat actor responsible for significant cryptocurrency theft through sophisticated social engineering attacks, particularly leveraging Zoom's remote control feature. Their attack methodology involves manipulating legitimate workflows and exploiting human-centric vulnerabilities rather than technical flaws. The actor employs tactics such as social proof, time pressure, and interface manipulation to deceive targets. Organizations can mitigate risks by implementing technical controls to disable the remote control feature and deploying email boundary protections like DMARC, SPF, and DKIM.","There, are, currently, no, families, associated, with, this, actor."
ENERGETIC BEAR,"aka: BERSERK BEAR, ALLANITE, CASTLE, DYMALLOY, TG-4192, Dragonfly, Crouching Yeti, Group 24, Havex, Koala Team, IRON LIBERTY, G0035, ATK6, ITG15, BROMINE, Blue Kraken, Ghost Blizzard",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/energetic_bear,A Russian group that collects intelligence on the energy industry.,"There, are, currently, no, families, associated, with, this, actor."
Evilbyte,,,https://malpedia.caad.fkie.fraunhofer.de/actor/evilbyte,"EvilByte is a hacktivist group that has conducted several high-profile cyber attacks in 2024, including breaching MyFatoorah's banking system in retaliation against Saudi media 1 and targeting Radio 10 Rosario in Argentina 2. The group has also claimed responsibility for breaching Israeli government websites and leaking data of government employees and intelligence agencies 4.","There, are, currently, no, families, associated, with, this, actor."
EvilPost,,,https://malpedia.caad.fkie.fraunhofer.de/actor/evilpost,Details for the EvilPost threat actor (from the MISP Galaxy Project).,"There, are, currently, no, families, associated, with, this, actor."
EvilTraffic,aka: Operation EvilTraffic,,https://malpedia.caad.fkie.fraunhofer.de/actor/eviltraffic,Malware experts at CSE Cybsec uncovered a massive malvertising campaign dubbed EvilTraffic leveraging tens of thousands compromised websites. Crooks exploited some CMS vulnerabilities to upload and execute arbitrary PHP pages used to generate revenues via advertising.,"There, are, currently, no, families, associated, with, this, actor."
EvilWeb,,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/evilweb,"EvilWeb is a pro-Russian hacktivist group created in March 2024 that targets American and European entities using a hack-and-leak method alongside DDoS attacks. The group claims to have obtained data from various high-profile American organizations. EvilWeb announced its participation in the #FreeDurov operation on August 25, 2024, and began executing DDoS and hacking attacks. As of September 3, 2024, their Telegram channel has 1,146 members.","There, are, currently, no, families, associated, with, this, actor."
Fail0verflow,aka: Team Twiizer,,https://malpedia.caad.fkie.fraunhofer.de/actor/fail0verflow,"Fail0verflow is a hacking group known for exploiting vulnerabilities in gaming consoles, notably the Nintendo Wii and PlayStation 3. They utilized techniques such as RAM shorting, buffer overflow, and a signing bug to achieve code execution and develop the Homebrew Channel for the Wii. In 2010, they compromised an ECDSA key for the PS3, and later announced the retrieval of PS5 symmetric root keys, enabling the potential for custom firmware and homebrew software. Their exploits often involve kernel access and have raised concerns about the implications for piracy and litigation in the gaming community.","There, are, currently, no, families, associated, with, this, actor."
FASTCash,,,https://malpedia.caad.fkie.fraunhofer.de/actor/fastcash,"Treasury has identified a sophisticated cyber-enabled ATM cash out campaign we are calling FASTCash. FASTCash has been active since late 2016 targeting banks in Africa and Asia to remotely compromise payment switch application servers within banks to facilitate fraudulent transactions, primarily involving ATMs, to steal cash equivalent to tens of millions of dollars. FBI has attributed malware used in this campaign to the North Korean government. We expect FASTCash to continue targeting retail payment systems vulnerable to remote exploitation.","There, are, currently, no, families, associated, with, this, actor."
Ferocious Kitten,,ir,https://malpedia.caad.fkie.fraunhofer.de/actor/ferocious_kitten,"Ferocious Kitten is an APT group that has been active against Persian-speaking individuals since 2015 and appears to be based in Iran. Although it has been active over a large timespan, the group has mostly operated under the radar until a lure document was uploaded to VirusTotal and was brought to public knowledge by researchers on Twitter. Subsequently, one of its implants was analyzed by a Chinese intelligence firm. Kaspersky then expanded some of the findings on the group and provided insights on additional variants. The malware dropped from the aforementioned document is dubbed MarkiRAT and is used to record keystrokes and clipboard content, provide file download and upload capabilities as well as the ability to execute arbitrary commands on the victims machine. Kaspersky were able to trace the implant back to at least 2015, along with variants intended to hijack the execution of the Telegram and Chrome applications as a persistence method. Interestingly, some of the TTPs used by this threat actor are reminiscent of other groups operating in the domain of dissident surveillance. For example, it used the same C2 domains across its implants for years, which was witnessed in the activity of Domestic Kitten. In the same vein, the Telegram execution hijacking technique observed in this campaign by Ferocious Kitten was also observed being used by Rampant Kitten, as covered by Check Point.","There, are, currently, no, families, associated, with, this, actor."
FIN1,,ru,https://malpedia.caad.fkie.fraunhofer.de/actor/fin1,"FireEye first identified this activity during a recent investigation at an organization in the financial industry. They identified the presence of a financially motivated threat group that they track as FIN1, whose activity at the organization dated back several years. The threat group deployed numerous malicious files and utilities, all of which were part of a malware ecosystem referred to as ‘Nemesis’ by the malware developer(s), and used this malware to access the victim environment and steal cardholder data. FIN1, which may be located in Russia or a Russian-speaking country based on language settings in many of their custom tools, is known for stealing data that is easily monetized from financial services organizations such as banks, credit unions, ATM operations, and financial transaction processing and financial business services companies.","There, are, currently, no, families, associated, with, this, actor."
FIN10,aka: G0051,,https://malpedia.caad.fkie.fraunhofer.de/actor/fin10,"FireEye has observed multiple targeted intrusions occurring in North America — predominately in Canada — dating back to at least 2013 and continuing through at least 2016, in which the attacker(s) have compromised organizations’ networks and sought to monetize this illicit access by exfiltrating sensitive data and extorting victim organizations. In some cases, when the extortion demand was not met, the attacker(s) destroyed production Windows systems by deleting critical operating system files and then shutting down the impacted systems. Based on near parallel TTPs used by the attacker(s) across these targeted intrusions, we believe these clusters of activity are linked to a single, previously unobserved actor or group that we have dubbed FIN10.","There, are, currently, no, families, associated, with, this, actor."
FIN13,"aka: TG2003, Elephant Beetle",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/fin13,"Since 2017, Mandiant has been tracking FIN13, an industrious and versatile financially motivated threat actor conducting long-term intrusions in Mexico with an activity timeframe stretching back as early as 2016. Although their operations continue through the present day, in many ways FIN13's intrusions are like a time capsule of traditional financial cybercrime from days past. Instead of today's prevalent smash-and-grab ransomware groups, FIN13 takes their time to gather information to perform fraudulent money transfers. Rather than relying heavily on attack frameworks such as Cobalt Strike, the majority of FIN13 intrusions involve heavy use of custom passive backdoors and tools to lurk in environments for the long haul.","There, are, currently, no, families, associated, with, this, actor."
FIN5,aka: G0053,,https://malpedia.caad.fkie.fraunhofer.de/actor/fin5,"FIN5 is a financially motivated threat group that has targeted personally identifiable information and payment card information. The group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. The group is made up of actors who likely speak Russian.","There, are, currently, no, families, associated, with, this, actor."
Fishing Elephant,aka: Outrider Tiger,,https://malpedia.caad.fkie.fraunhofer.de/actor/fishing_elephant,"Fishing Elephant is a threat actor that primarily targets victims in Bangladesh and Pakistan. They rely on consistent TTPs, including payload and communication patterns, while occasionally incorporating new techniques such as geo-fencing and hiding executables within certificate files. Their tool of choice is AresRAT, which they deliver through platforms like Heroku and Dropbox. Recently, they have shifted their focus to government and diplomatic entities in Turkey, Pakistan, Bangladesh, Ukraine, and China.","There, are, currently, no, families, associated, with, this, actor."
FishMedley,,,https://malpedia.caad.fkie.fraunhofer.de/actor/fishmedley,"Verticals targeted during Operation FishMedley include governments, NGOs, and think tanks, across Asia, Europe, and the United States. ; Operators used implants – such as ShadowPad, SodaMaster, and Spyder – that are common or exclusive to China-aligned threat actors. ; We assess with high confidence that Operation FishMedley was conducted by the FishMonger APT group.","There, are, currently, no, families, associated, with, this, actor."
